,Ingredient,Category,predict,OX
1272,낙지 물 멸치 다시마 육수 무 배춧잎 버섯 미나리 고추 대파 다지다 멸치액젓 소금,Korean,Korean,O
1273,깍두기 찬밥 쪽파 설탕 달걀,Korean,Korean,O
1274,멸치 아몬드 다지다 식용유 고추장 꿀 참깨,Korean,Korean,O
1275,쌀밥 깻잎 순 콩나물 양파 김밥 용김 소금 참기름 소금 부순 참깨 고춧가루 소금 참기름 다지다 게맛살,Korean,Korean,O
1276,무 배 육회 소고기 계란 통깨 백 설탕 소금 식초 고추장 양념 고추장 국 간장 참기름 소금 후추 깨소금 다지다 올리고당 백 설탕,Korean,Korean,O
1277,유부 쌀밥 베이컨 당근 양파 후 리카 게 촛물 식초 백 설탕 소금 건 다시마 레몬 슬 라이스 유부 조림 물 진 간장 백 설탕 미림,Korean,Korean,O
1278,병어 대다 물 양조 간장 고춧가루 미림 다지다,Korean,Korean,O
1279,장어 양파 대파 청양고추 고추 된장 고춧가루,Korean,Korean,O
1280,바지락 물 천일염 올리브오일 태국 고추 화이트와인 후추 소금,Korean,Korean,O
1281,잡채 밥 물 전분 간장 참기름,Korean,Korean,O
1282,소주 설탕 얼음 미숫가루,Korean,Korean,O
1283,식빵 계란 우유 설탕 소금,Korean,Japanese,X
1284,막창 밥 양파 스위트콘 고추장 참기름 조미 김 모짜렐라 치즈,Korean,Korean,O
1285,꼬치 전 밥 김밥 김 참기름 깨 소금,Korean,Korean,O
1286,소갈비 감자 당근 대추 밤 표고버섯 가래떡 양념장 진 간장 백 설탕 미림 물 파 다지다 것 간 다지다 참기름 다지다 청양고추,Korean,Korean,O
1287,다시마 말리다 표고버섯 물 양파 애호박 순두부 다지다 새우젓,Korean,Korean,O
1288,쌀 표고버섯 닭고기 대파 양파 물 대추 은행 참기름 소금 맛술 간장 쪽파 고춧가루 다지다 부순 참깨,Korean,Korean,O
1289,남다 전 계란 양배추 베이컨 김치 미림 소금 후추 모짜렐라 치즈 돈가쓰 소스,Korean,Korean,O
1290,갈치 호박 가지 양파 대파 고추장 고춧가루 물엿 설탕 간장 얇다 써다 맛술 다지다 물,Korean,Korean,O
1291,갈비 대파 당근 양파 양념 배 다지다 간장 설탕 매 실액 후추,Korean,Korean,O
1292,밥 두다 김 가루 참기름 참깨 김 소금 후추,Korean,Korean,O
1293,모리 김치찌개 라면 동그랑땡 두다 김치 다지다 양송이 버섯 표고 버섯 대파,Korean,Korean,O
1294,두다 밥 달걀 양파 표고버섯 간장 미림 설탕 물 식용유,Korean,Japanese,X
1295,두부 소금 후추 간장 미림 다지다 밥 양파,Korean,Korean,O
1296,당근 양파 전복 물 참기름 쌀,Korean,Korean,O
1297,단호박 설탕,Korean,Korean,O
1298,콩나물 판 어묵 대파 고춧가루 다지다 참기름 소금 부순 참깨,Korean,Korean,O
1299,바지락 손질 오징어 링 쫄면 순두부 김치,Korean,Korean,O
1300,쇠고기 콩나물 무 대파 양념 다지다 고춧가루 국 간장 천일염 후춧가루,Korean,Korean,O
1301,낙지 새우 냉동 곱창 막창 대창 콩나물 양념 고추 가루 진 간장 미림 백 설탕 다지다 가루 참기름,Korean,Korean,O
1302,닭 감자 양파 당면 대파 고추기름 양념 다지다 다지다 대파 양조 간장 설탕 매 실액 후추,Korean,Korean,O
1303,돼지 앞다리 양파 사과 된장 무생채 무 말랭이 무치다 무 무 말랭이 소금 고추 가루 백 설탕 물엿 진 간장 참기름 깨소금 식초 통깨,Korean,Korean,O
1304,식탁 김 국물 멸치 계란 소금,Korean,Korean,O
1305,밥 굴소스 식용유 쪽파 달걀 페타 치즈 오레가노,Korean,Korean,O
1306,라면 콩나물 양파 설탕 고춧가루 고추장 올리브유,Korean,Korean,O
1307,밥 스팸 대파 소금 후추 올리브유,Korean,Korean,O
1308,당면 어묵 쪽파 부추 단무지 간장 고춧가루 다지다 파 물엿 다지다 참기름,Korean,Korean,O
1309,김치 콩나물 대파 국물 멸치 소금,Korean,Korean,O
1310,소고기 육 계란 간장 맛술 다지다 조청 후추,Korean,Korean,O
1311,어묵 양파 고추장 물엿 간장 고춧가루 다지다 후추,Korean,Korean,O
1312,밥 후리카케 식탁 김 참기름,Korean,Korean,O
1313,도미 매운탕 거리 무 표고버섯 대파 청양고추 양념 된장 고춧가루 다지다 천일염 국 간장,Korean,Korean,O
1314,소면 쥬키 니 양파 당근 달걀 버섯 갈다 소고기 간장 설탕 참기름 다지다 후추,Korean,Korean,O
1315,브로콜리 불리다 쌀 물,Korean,Korean,O
1316,떡볶이 떡 어묵 양파 대파 맵다 고추 물 차돌박이 라면 사리 달걀,Korean,Korean,O
1317,가지 고춧가루 소금 국 간장 다지다 참기름 부순 참깨,Korean,Korean,O
1318,깻잎 양념 양파 다지다 간장 멸치액젓 미림 고춧가루 설탕 매실 통깨,Korean,Korean,O
1319,남다 잡채 남다 찬밥 분 짜장 간장 달걀 쪽파,Korean,Chinese,X
1320,소고기 안심 청경채 부분 불리다 쌀 소고기 육수 소고기 육수,Korean,Japanese,X
1321,데친 얼 갈이 배추 당근 양파 당면 새 송이버섯 밥 고추기름 굴소스 설탕 간장 다지다 참기름 후춧가루 통깨,Korean,Korean,O
1322,골뱅이 반죽 밀가루 물 양념 물 간장 식초 설탕 설탕,Korean,Korean,O
1323,새우 부치다 가루 물 소금 양념장 간장 식초,Korean,Korean,O
1324,생 골뱅이 시판 데리야키 소스 가다랑어포 식용유 쪽파 참깨,Korean,Western,X
1325,명태 미더덕 콩나물 미나리 깻잎 대파 청양고추 물,Korean,Korean,O
1326,단호박 청경채 분유,Korean,Korean,O
1327,슬 라이스 건 표고 다시마 대파 두부 참치 물 설탕 고춧가루 진 간장 맛술 다지다 들기름 소금 후춧가루 부순 참깨,Korean,Korean,O
1328,쌀국수 감자 만두 배추 양파 대파 건 멸치 크다 건 다시마 물 국 간장 다지다 소금 후춧가루 참기름 슬 라이스 건 표고버섯,Korean,Korean,O
1329,애호박 양념 다지다 간장 설탕 소금 고춧가루 깨 참기름,Korean,Korean,O
1330,닭 가슴 살 국수 장국 당근 오이 양배추 새싹 물,Korean,Korean,O
1331,소고기 갈다 거 감자 당근 양파 표고버섯 물 간장 미림,Korean,Japanese,X
1332,밥 소고기 안심 연 두부 가지 당근 소고기 육수,Korean,Japanese,X
1333,닭볶음탕 닭 당근 대파 양파 감자 넙적당 면 간장 미림 물엿 건 고추 다지다 물,Korean,Korean,O
1334,감자 양파 달걀 부치다 가루 피자치즈 부추 소금 후춧가루,Korean,Korean,O
1335,부추 까나리 액젓 고춧가루 매 실액,Korean,Korean,O
1336,삶다 감자 전분 스트링치즈 올리브유,Korean,Korean,O
1337,사각 어묵 양파 애호박 새송이 팽이버섯 양념 다지다 간장 설탕 깨 참기름,Korean,Korean,O
1338,삼겹살 새 송이버섯 팽이버섯 파채 불고기 양념 다지다 간장 설탕 미림 후추 깨 참기름,Korean,Korean,O
1339,명란 계란 육 수용 적당 량 간장 크다 맛술 크다 소금 후추 부추 적당 량,Korean,Japanese,X
1340,마르다 미역 국 거리 소고기 청주 참기름 다지다 국 간장 소금 물,Korean,Korean,O
1341,삶다 감자 명란젓 스위트콘 소금 후추 쪽파 계란 올리브유,Korean,Korean,O
1342,바지락 순두부 달걀 양파 대파 고춧가루 식용유 다지다 청주 새우젓 후춧가루 물,Korean,Korean,O
1343,초밥 유부 오이 크다 래미 레몬 즙 통깨,Korean,Japanese,X
1344,오징어 부추 부치다 가루 물 식용유,Korean,Korean,O
1345,등 갈비 파 당면,Korean,Korean,O
1346,백합 소면 물 국 간장 소금 후추,Korean,Korean,O
1347,양배추 현미 밥 들기름 양파 당근 파프리카 쌈장,Korean,Korean,O
1348,먹다 남다 닭갈비 찬밥 참기름 김 가루 달걀 우유 치즈,Korean,Korean,O
1349,떡볶이 떡 버터 올리브유 꿀,Korean,Korean,O
1350,소면 김치 크다 래미 계란 당근 오이 파프리카 된장 고추장 꿀 케첩 깨소금 참기름,Korean,Korean,O
1351,기만 두 느타리 버섯 팽이버섯 애호박 청경채 쑥갓 청양고추 다시마 국물 멸치 다지다,Korean,Korean,O
1352,떡 쫄면 판 어묵 만두 양파 대파 깻잎 물 설탕 카레 가루 또는 짜장 가루 고춧가루 양조 간장 맛술 고추장 다지다 후춧가루,Korean,Korean,O
1353,오이 양파 간장 식초 오미자 액 또는 매 실액 소주,Korean,Korean,O
1354,가지 애 간장 간장 소금 설탕 고춧가루 통깨 명 묵다 김치 참기름,Korean,Korean,O
1355,양파 감자 김치 소시지 밥 피자치즈 들기름 간장 후춧가루,Korean,Korean,O
1356,삶다 올갱이 살 올갱이 삶다 물 밀가루 얼 갈이 배추 부추 된장 국 간장 고춧가루 다지다,Korean,Korean,O
1357,미역 소고기 참기름 간장,Korean,Korean,O
1358,오이 당근 양파 깻잎 실 곤약 올리고당 식초 고추장,Korean,Japanese,X
1359,밥 참치 김치 도시락 김 고추장,Korean,Korean,O
1360,밥 장조림 멸치 볶음 참기름 김밥 김,Korean,Korean,O
1361,볶다 아몬드 불닭볶음면 소스 설탕 물,Korean,Korean,O
1362,애호박 참치 달걀 밀가루 소금,Korean,Korean,O
1363,진미채 양념 올리브유 물 고추장 고춧가루 설탕 양조 간장 쌀엿,Korean,Korean,O
1364,오징어 애호박 양파 당근 다지다 고추장 간장 고춧가루 꿀 설탕 맛술 선택 후추 청양고추 굴소스,Korean,Korean,O
1365,돼지 목살 부추 양파,Korean,Korean,O
1366,양파 애호박 두부 고추 고추 국물 멸치 다시마 마르다 표고버섯 물 된장 다지다 고춧가루,Korean,Korean,O
1367,닭다리 손질 낙지 감자 양파,Korean,Korean,O
1368,양파 느타리버섯 판 어묵 간장 다지다 물엿 참기름 후춧가루,Korean,Korean,O
1369,건 미역 닭 가슴 살 양파 간장 소금,Korean,Western,X
1370,감자 식용유 소금 설탕 버터,Korean,Japanese,X
1371,부치다 가루 물 마르다 생 이 새우,Korean,Japanese,X
1372,돼지 등 갈비 맵다 고추 양파 물,Korean,Korean,O
1373,간소 고기 간 돼지고기 떡볶이 떡 깨,Korean,Korean,O
1374,김치 국물 멸치 다시마 매 실액 기 들기름,Korean,Korean,O
1375,크다 래미 오이 피망 양파 레몬 식초 깨 명 묵다 김치,Korean,Chinese,X
1376,누룽지 설탕 튀기다 기름,Korean,Korean,O
1377,신라면 밀가루 따뜻하다 물 대파 김치 들기름,Korean,Korean,O
1378,팔도 비빔면 콩나물 오이 참기름,Korean,Korean,O
1379,감자 소세지 체다 치즈 계란 부치다 가루 쪽파 올리브유,Korean,Western,X
1380,부치다 가루 계란 김치 물 부추 올리브유 피자치즈,Korean,Korean,O
1381,송화 버섯 부추 올리브유 소금 후추 고춧가루,Korean,Korean,O
1382,떡볶이 어묵 소세지 대파,Korean,Korean,O
1383,대패 삼겹살 소면 냉면 육수 부추 대파 쌈무 당근 고추 참깨 깨소금 육수 양념 진 간장 레몬 즙 식초 후추 참기름 사이다,Korean,Korean,O
1384,김 다지다 간장 설탕 참기름,Korean,Japanese,X
1385,가지 오이 고추 고추 고춧가루 크다 국 간장 크다 식초 크다 설탕 크다 다지다 크다 물 소금 크다 통깨 크다,Korean,Korean,O
1386,소면 미나리 오이 통조림 햄 라이스 페이퍼 초고추장 참기름 간장 식초 땅콩 버터 올리고당,Korean,Korean,O
1387,주꾸미 버터 다지다,Korean,Korean,O
1388,밥 계란 파 굴소스,Korean,Chinese,X
1389,불닭볶음면 스파게티 스트링치즈,Korean,Korean,O
1390,소주 사이다 레몬 꿀,Korean,Korean,O
1391,당면 당근 부추 달걀 설탕 크다 간장 크다 맛술 크다 다지다 크다 소금 참기름 크다 후추 가루,Korean,Korean,O
1392,미나리 설탕 크다 고추장 크다 식초 크다 다지다 크다 부순 참깨 크다 참기름 크다,Korean,Korean,O
1393,오다 사마요 볶음 면 훈제 연어,Korean,Korean,O
1394,국수 고추 참치 오이 양파 깻잎 양념 류 고추장 설탕 참기름 깨,Korean,Korean,O
1395,두부 오이 참깨 검다 깨 우유 두유 소면,Korean,Korean,O
1396,밥 버터 달걀노른자 가쓰오부시 간장 쪽파 깨,Korean,Japanese,X
1397,달걀 물 맵다 고추 홍합 새우 쯔유 소금 쪽파,Korean,Korean,O
1398,고구마 말리다 통조림 옥수수 희다 우유 피자치즈 밀가루 달걀 빵가루,Korean,Western,X
1399,찌다 소갈비 무 배 양파 대파 다지다 다지다 설탕 청주 간장 참기름 후춧가루,Korean,Korean,O
1400,차돌박이 양파 가래떡 청양고추 쪽파 통깨 후추 간장 양념 진 간장 소갈비 양념 올리고당 다지다 참기름 후추,Korean,Korean,O
1401,대패 삼겹살 쌀밥 양파 쪽파 고추냉이 과일 소스 양파 배 진 간장 미림 백 설탕 올리고당 레몬 즙 후추 다지다,Korean,Korean,O
1402,청포묵 양파 표고버섯 삼색 파프리카 양념 간장 설탕 다지다 참기름 깨,Korean,Korean,O
1403,냉동 만두 식용유,Korean,Korean,O
1404,양파 숙주 닭 가슴 살 바베큐 소금 올리브유 간장 후추 다지다 쪽파 깨,Korean,Western,X
1405,분홍 소시지 계란 식용유 멸치 설탕 참기름 김치 고추장,Korean,Korean,O
1406,쌀 물 가지 쪽파 간장 참기름 통깨 설탕,Korean,Korean,O
1407,전복 면 배추김치 양파 오이 양념 고추장 고춧가루 설탕 간장 깨 참기름,Korean,Korean,O
1408,관자 오이 상추 양파 양념 고추장 식초 고춧가루 설탕 깨 참기름,Korean,Korean,O
1409,말리다 미역 닭 가슴 살 청양고추 물 국 간장 소금 후추,Korean,Korean,O
1410,밥 계란 전복장 참기름 김 깨,Korean,Japanese,X
1411,새우 브로콜리 삼색 파프리카 새 송이버섯,Korean,Western,X
1412,생면 돼지고기 앞다리 살 대파 당근 통후추 월계수 다지다 고춧가루 청주 국 간장 후춧가루,Korean,Korean,O
1413,수박 플레인 요거트 가당 레몬 즙 민트,Korean,Korean,O
1414,밥 육회 깻잎 설탕 식초 물 진 간장 국 간장 설탕 다지다 파 다지다 올리고당,Korean,Korean,O
1415,부추 콩가루 또는 밀가루 고춧가루 국 간장 소금 참기름,Korean,Korean,O
1416,쌀밥 달걀 간장 버터 부순 참깨 김치 설탕 참기름 나물 무치다,Korean,Korean,O
1417,떡볶이 떡 건 새우 올리브유 설탕 쪽파,Korean,Korean,O
1418,냉면 사리 냉면 육수 삶다 오이 무 절임 돼지 안심 돈까스 계란 밀가루 빵가루 고춧가루 설탕 식초 고추장 간장,Korean,Korean,O
1419,베이컨 느타리버섯 팽이버섯 새 송이버섯 후추,Korean,Western,X
1420,참외 브로콜리 삼색 파프리카 드레싱 오미자 포도 씨 오일 발사믹 리덕 션,Korean,Western,X
1421,밥 비트 계란 옛날 소세지 비엔나 소세지 돈까스 케찹,Korean,Japanese,X
1422,미나리 소금 국 간장 다지다 참기름 부순 참깨 참깨,Korean,Korean,O
1423,골뱅이 두부 된장 버섯 양파 고춧가루,Korean,Korean,O
1424,계란 쪽파 다시마 국물 멸치 물,Korean,Korean,O
1425,냉이 양념 된장 다지다 깨 참기름,Korean,Korean,O
1426,대추 수삼 굵다 밀가루 달걀 양념장 간장 식초,Korean,Korean,O
1427,삼겹살 콩나물,Korean,Korean,O
1428,통오징어 홍합 숙주 청경채 청양고추 고추 양파,Korean,Korean,O
1429,쌀 가루 전분 부치다 가루 물 청양고추 부추 양파 애호박 간장 식초 설탕 고추,Korean,Korean,O
1430,감자 애호박 양파 스팸 두부 판 어묵 버섯 설탕 고춧가루 맛술 고추장 다지다 들기름 새우젓,Korean,Korean,O
1431,묵은지 소시지 파프리카 밀가루 달걀 빵가루 우유 또는 물 옥수수 피자치즈 삶다 고구마,Korean,Korean,O
1432,떡볶이 떡 양파 닭 정육 어묵 피자치즈 양념 고추 가루 고추장 간장 올리고당 설탕 카레 가루 다지다 후추,Korean,Korean,O
1433,무 국물 멸치 다시마 된장,Korean,Korean,O
1434,피 꼬막 대파 고추 고춧가루 다지다 간장 참기름 부순 참깨,Korean,Korean,O
1435,두부 달래 부추 된장 다지다 고추기름 고춧가루 다지다 소고기 물 청양고추 대파 국물 멸치,Korean,Korean,O
1436,오징어 무 고춧가루 물 소금 후추 간장 액젓 대파,Korean,Korean,O
1437,돼지갈비 배 주스 사과주스 양파 간 것 다지다 설탕 물엿 맛술 간장 굴소스 후추,Korean,Korean,O
1438,밥 당근 부추 고춧가루 참기름 소금 후추 소고기 다짐 육 진 간장,Korean,Korean,O
1439,밥 소고기 불고기 미니 새송이 김치 고춧가루 참기름 고추장 맛 간장 설탕 다지다 청주 배 주스 소금 후추 계란,Korean,Korean,O
1440,쌀밥 닭 가슴 살 대파 양파 상추 치 커리 계란 참기름 갈릭 치킨 양념 진 간장 올리고당 다지다 후추 매실 농축액 소금 참기름 물 굴소스 미림 고추장 양념 고추장 돈가쓰 소스 깨소금 참깨 백 설탕 토마토 케찹 참기름,Korean,Korean,O
1441,마르다 미역 오이 양파 고추 양념 물 다지다 식초 설탕 매 실액 소금,Korean,Korean,O
1442,동태 무 양파 애호박 고추 쑥갓 다시마 양념 다지다 국 간장 고춧가루 후추,Korean,Korean,O
